2023-01-27, 21:21:44.442, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:31:48.009, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:31:51.030, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99978823619978% complete 
2023-01-27, 21:31:53.376, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:31:54.016, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:31:56.502, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99978606797438% complete 
2023-01-27, 21:31:58.537, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:32:03.246, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:32:03.918, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99978353837821% complete 
2023-01-27, 21:32:05.486, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:32:05.587, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:32:06.776, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:32:06.897, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:32:07.775, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:32:09.303, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:32:10.490, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99978100878214% complete 
2023-01-27, 21:32:12.259, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:32:14.382, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:32:14.572, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:32:16.477, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:32:19.666, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:32:21.089, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99977739507374% complete 
2023-01-27, 21:32:22.686, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:32:27.681, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.999774865478% complete 
2023-01-27, 21:32:29.914, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:32:30.117, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99977378136556% complete 
2023-01-27, 21:32:31.491, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99977341999477% complete 
2023-01-27, 21:32:31.837, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:32:36.963, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:32:37.005, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.9997716131408% complete 
2023-01-27, 21:32:38.194, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:32:38.308, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:32:39.061, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:32:39.444, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:32:39.627, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:32:40.386, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99977016765766% complete 
2023-01-27, 21:32:41.839, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99976980628689% complete 
2023-01-27, 21:32:47.279, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:32:47.764, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:32:49.346, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99976691532078% complete 
2023-01-27, 21:32:54.592, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99976510846705% complete 
2023-01-27, 21:32:54.828, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:32:55.167, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:32:56.407, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:33:00.530, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:33:00.837, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99976294024265% complete 
2023-01-27, 21:33:02.233, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:33:02.423, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:33:04.311, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99976149475978% complete 
2023-01-27, 21:33:09.673, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:33:11.603, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:33:11.755, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:33:11.780, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99975896516484% complete 
2023-01-27, 21:33:12.969, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:33:14.424, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99975788105276% complete 
2023-01-27, 21:33:16.104, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:33:19.351, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:33:19.880, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:33:20.007, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99975607419935% complete 
2023-01-27, 21:33:23.519, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99975462871666% complete 
2023-01-27, 21:33:24.049, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:33:24.616, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:33:25.878, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99975390597535% complete 
2023-01-27, 21:33:27.873, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:33:32.019, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:33:33.304, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99975101501016% complete 
2023-01-27, 21:33:34.384, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:33:38.738, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:33:42.173, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:33:44.183, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.9997474013039% complete 
2023-01-27, 21:33:46.821, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:33:47.185, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:33:50.465, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:33:52.739, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.9997441489685% complete 
2023-01-27, 21:33:53.829, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:33:56.262, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99974270348616% complete 
2023-01-27, 21:33:56.263, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:33:56.364, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:33:58.956, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:34:05.564, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:34:06.587, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99973908978052% complete 
2023-01-27, 21:34:09.115, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:34:09.626, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:34:09.930, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:34:10.237, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:34:11.982, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:34:15.038, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:34:15.216, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:34:16.822, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99973547607513% complete 
2023-01-27, 21:34:20.518, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:34:21.593, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:34:25.689, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:34:27.435, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99973150099949% complete 
2023-01-27, 21:34:29.656, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:34:29.733, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:34:33.733, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99972933277655% complete 
2023-01-27, 21:34:33.837, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:34:33.905, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:34:34.861, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:34:36.136, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:34:38.024, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99972752592416% complete 
2023-01-27, 21:34:41.302, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:34:41.425, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:34:43.003, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:34:46.281, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.9997246349605% complete 
2023-01-27, 21:34:49.535, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99972355084918% complete 
2023-01-27, 21:34:50.130, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:34:50.495, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:34:55.296, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:34:55.640, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:34:55.774, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:34:57.113, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:34:57.192, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:34:58.562, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:35:00.108, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.9997199371449% complete 
2023-01-27, 21:35:01.017, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:35:02.552, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:35:02.639, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:35:09.607, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99971632344091% complete 
2023-01-27, 21:35:11.203, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:35:12.715, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:35:12.976, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:35:18.121, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:35:18.122, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99971343247788% complete 
2023-01-27, 21:35:18.703, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:35:19.921, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:35:20.493, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.9997123483668% complete 
2023-01-27, 21:35:21.114, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:35:24.273, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:35:24.395, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:35:28.057, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99970981877433% complete 
2023-01-27, 21:35:29.521, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99970909603367% complete 
2023-01-27, 21:35:31.234, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:35:33.502, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:35:33.767, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99970765055235% complete 
2023-01-27, 21:35:34.357, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:35:39.007, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99970548233044% complete 
2023-01-27, 21:35:42.657, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:35:42.661, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:35:44.015, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:35:48.128, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:35:48.795, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:35:48.933, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:35:49.422, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99970186862748% complete 
2023-01-27, 21:35:50.124, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:35:50.314, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:35:56.304, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:35:58.383, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:35:58.445, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:35:58.771, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:35:59.790, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99969825492478% complete 
2023-01-27, 21:36:01.084, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99969753218427% complete 
2023-01-27, 21:36:05.498, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99969608670328% complete 
2023-01-27, 21:36:07.557, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:36:07.829, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:36:08.027, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:36:09.787, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99969464122232% complete 
2023-01-27, 21:36:16.089, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:36:17.677, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:36:18.277, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99969138889037% complete 
2023-01-27, 21:36:18.290, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:36:21.675, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99969030477975% complete 
2023-01-27, 21:36:23.362, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:36:24.961, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99968885929896% complete 
2023-01-27, 21:36:25.855, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:36:30.218, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99968705244807% complete 
2023-01-27, 21:36:31.417, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:36:31.583, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:36:35.004, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99968560696738% complete 
2023-01-27, 21:36:35.841, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:36:36.223, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:36:38.564, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:36:40.501, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99968343874642% complete 
2023-01-27, 21:36:42.904, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:36:42.957, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:36:44.738, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:36:46.747, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99968127052557% complete 
2023-01-27, 21:36:46.862, [info], availability_check; ethereum; https://eth.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - Fully synchronized 
2023-01-27, 21:36:50.017, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:36:50.092, [info], integrity_check; ethereum; https://eth.llamarpc.com; Integrity check passed 
2023-01-27, 21:36:52.172, [info], availability_check; ethereum; https://eth.llamarpc.com; Available - Fully synchronized 
2023-01-27, 21:36:53.054, [info], availability_check; bitcoin; https://btc.getblock.io/2e50183d-4f7d-4bd4-809b-17a61b87fd11/mainnet/; Available - 0/15 blocks behind, 99.99967874093471% complete 
